2021,10,16,新潟,1,障害未勝利,障害３歳以上・未勝利(定量)(混),障害,2850,14
2021,10,16,阪神,1,未勝利*,２歳・未勝利(馬齢),ダート,1800,11
2021,10,16,東京,1,未勝利*,２歳・未勝利(馬齢)(混),ダート,1400,14
2021,10,16,新潟,2,１勝ｸﾗｽ・牝,３歳以上・１勝クラス/500万下(定量)(牝),ダート,1800,15
2021,10,16,阪神,2,未勝利*,２歳・未勝利(馬齢)(混),ダート,1200,9
2021,10,16,東京,2,未勝利*,２歳・未勝利(馬齢)(混),芝,1800,12
2021,10,16,新潟,3,未勝利*,２歳・未勝利(馬齢),ダート,1200,13
2021,10,16,阪神,3,未勝利*,２歳・未勝利(馬齢),芝,1800,7
2021,10,16,東京,3,未勝利・牝*,２歳・未勝利(馬齢)(牝),芝,1600,16
2021,10,16,新潟,4,障害・オープ,障害３歳以上・オープン(別定)(混),障害,2850,9
2021,10,16,阪神,4,新馬,２歳・新馬(馬齢),ダート,1400,10
2021,10,16,東京,4,新馬,２歳・新馬(馬齢)(混),ダート,1600,16
2021,10,16,新潟,5,新馬,２歳・新馬(馬齢)(混),ダート,1200,14
2021,10,16,阪神,5,新馬,２歳・新馬(馬齢)(混),芝,2000,12
2021,10,16,東京,5,新馬,２歳・新馬(馬齢),芝,1800,16
2021,10,16,新潟,6,未勝利*,２歳・未勝利(馬齢),芝,1600,13
2021,10,16,阪神,6,新馬,２歳・新馬(馬齢)(混),ダート,1800,10
2021,10,16,東京,6,新馬,２歳・新馬(馬齢),ダート,1400,16
2021,10,16,新潟,7,１勝ｸﾗｽ・若,３歳以上・１勝クラス/500万下(定量)(若手),ダート,1200,15
2021,10,16,阪神,7,１勝ｸﾗｽ,３歳以上・１勝クラス/500万下(定量),ダート,1400,16
2021,10,16,東京,7,１勝ｸﾗｽ,３歳以上・１勝クラス/500万下(定量)(混),ダート,2100,12
2021,10,16,新潟,8,１勝ｸﾗｽ,３歳以上・１勝クラス/500万下(定量),芝,1000,18
2021,10,16,阪神,8,２勝ｸﾗｽ,３歳以上・２勝クラス/1000万下(定量)(混),芝,1600,9
2021,10,16,東京,8,１勝ｸﾗｽ,３歳以上・１勝クラス/500万下(定量),ダート,1600,16
2021,10,16,新潟,9,１勝ｸﾗｽ,３歳以上・１勝クラス/500万下(定量)(混),ダート,1800,11
2021,10,16,阪神,9,りんどう･1勝,２歳・１勝クラス/500万下(馬齢)(牝)(混)(特指),芝,1400,10
2021,10,16,東京,9,山中湖特･2勝,３歳以上・２勝クラス/1000万下(定量)(牝),芝,2000,9
2021,10,16,新潟,10,萬代橋特･1勝,３歳以上・１勝クラス/500万下(定量)(混),芝,2400,13
2021,10,16,阪神,10,播州Ｓ･3勝,３歳以上・３勝クラス/1600万下(定量)(混)(特指),ダート,1200,16
2021,10,16,東京,10,神無月Ｈ･3勝,３歳以上・３勝クラス/1600万下(ハンデ)(混),ダート,1600,16
2021,10,16,新潟,11,村上特別･2勝,３歳以上・２勝クラス/1000万下(定量)(混)(特指),芝,1800,9
2021,10,16,阪神,11,オパーＨ(L),３歳以上・オープン(Ｌ)(ハンデ)(国際)(特指),芝,1200,16
2021,10,16,東京,11,サウジアG3,２歳・オープン・Ｇ３(馬齢)(国際)(特指),芝,1600,7
2021,10,16,新潟,12,朝日岳特･1勝,３歳以上・１勝クラス/500万下(定量),芝,1200,18
2021,10,16,阪神,12,２勝ｸﾗｽ,３歳以上・２勝クラス/1000万下(定量)(混),ダート,1800,11
2021,10,16,東京,12,２勝ｸﾗｽ,３歳以上・２勝クラス/1000万下(定量)(混)(特指),芝,1400,13
